D,0,D,18,267,67338,N
D,0,D,20,272,67071,N
D,0,D,16,224,38530,Y
D,0,D,25,210,75963,N
D,0,D,20,160,64679,N
D,0,D,2,145,75920,N
D,0,D,33,257,58535,N
D,0,D,8,207,29015,Y
D,0,D,24,235,88302,Y
D,0,D,10,144,44154,Y
D,0,D,20,129,45879,Y
D,0,D,28,134,53757,N
D,0,D,29,206,3946,Y
D,0,D,24,271,22845,Y
D,0,D,37,151,93446,Y
D,0,D,18,137,29716,Y
D,0,D,27,283,98936,N
D,0,D,24,189,71547,N
D,0,D,25,100,72365,N
D,0,D,21,248,35737,N
D,0,D,5,147,61356,Y
D,0,D,21,203,56123,N
D,0,D,34,197,88854,Y
D,0,D,29,198,13258,Y
D,0,D,3,160,26836,Y
D,0,D,21,100,38535,N
D,0,D,28,143,45453,N
D,0,D,16,135,10745,Y
D,0,D,24,188,34873,Y
D,0,D,14,212,53824,Y
D,0,D,10,116,55319,N
D,0,D,36,151,17753,N
D,0,D,9,212,85081,N
D,0,D,2,119,16787,Y
D,0,D,19,107,46359,N
D,0,D,7,128,27537,Y
D,0,D,39,160,77280,Y
D,0,D,12,102,50613,Y
D,0,D,31,250,66548,Y
D,0,D,39,113,85646,N
D,0,D,33,271,82754,N
D,0,D,13,112,95226,N
D,0,D,16,283,8422,N
D,0,D,3,165,35938,Y
D,0,D,34,147,58260,Y
D,0,D,27,104,5325,N
D,0,D,37,257,11368,N
D,0,D,2,165,50004,Y
D,0,D,7,231,17262,N
D,0,D,29,241,52763,Y
D,0,D,36,279,73035,Y
D,0,D,5,256,77264,Y
D,0,D,34,221,29196,Y
D,0,D,9,133,86701,Y
D,0,D,3,107,35585,N
D,0,D,6,299,98080,N
D,0,D,4,175,63578,N
D,0,D,18,290,35192,Y
D,0,D,31,263,95943,N
D,0,D,15,232,13071,N
D,0,D,16,231,76021,N
D,0,D,31,117,13174,N
D,0,D,38,205,12116,N
D,0,D,34,187,40761,Y
D,0,D,31,283,78979,N
D,0,D,4,277,23287,Y
D,0,D,23,242,92277,N
D,0,D,15,124,85501,N
D,0,D,31,224,31849,N
D,0,D,11,291,68513,N
D,0,D,21,206,19482,Y
D,0,D,24,119,90484,Y
D,0,D,0,168,62627,Y
D,0,D,24,234,54079,Y
D,0,D,35,241,80344,Y
D,0,D,20,283,81302,N
D,0,D,36,101,69191,Y
D,0,D,25,201,98865,Y
D,0,D,19,290,10356,N
D,0,D,32,180,19338,Y
D,0,D,0,194,85114,N
D,0,D,33,174,50160,Y
D,0,D,16,104,41823,Y
D,0,D,21,253,38239,Y
D,0,D,12,140,33711,Y
D,0,D,22,194,96269,N
D,0,D,2,100,83775,N
D,0,D,28,223,7910,Y
D,0,D,14,191,76546,N
D,0,D,9,177,98314,Y
D,0,D,33,237,18204,N
D,0,D,28,125,27060,N
D,0,D,4,171,74529,Y
D,0,D,20,115,27454,Y
D,0,D,18,225,18835,Y
D,0,D,31,152,84038,Y
D,0,D,1,169,35688,N
D,0,D,11,132,18339,N
D,0,D,0,259,77282,Y
