D,0,D,39,15,1897.0,N
D,1,A,4,154,4241.0,Y
D,2,D,86,201,1245.0,Y
D,2,D,62,281,4166.0,N
D,3,D,96,72,2392.0,Y
D,3,A,4,211,1505.0,N
D,3,A,12,236,538.0,N
D,4,A,11,336,917.0,Y
D,4,D,60,35,2480.0,Y
D,4,A,14,256,2313.0,Y
D,4,A,5,91,2967.0,Y
D,4,A,8,216,3326.0,N
D,7,D,30,80,820.0,N
D,7,A,6,338,4815.0,Y
D,7,A,5,94,2663.0,N
D,7,A,12,29,3651.0,N
D,7,A,1,51,4662.0,Y
D,7,A,10,151,1637.0,N
D,8,A,8,105,1062.0,Y
D,8,D,49,207,2334.0,Y
D,8,A,1,42,2940.0,Y
D,8,D,100,110,3412.0,N
D,8,A,12,26,4113.0,Y
D,9,D,94,213,4660.0,N
D,9,D,100,170,4521.0,Y
D,9,A,2,27,973.0,N
D,10,A,5,216,2283.0,Y
D,11,D,62,84,2221.0,N
D,12,D,60,267,3500.0,Y
D,12,D,55,159,1981.0,Y
D,12,D,95,303,1660.0,Y
D,12,D,78,204,4832.0,Y
D,13,D,118,80,2955.0,N
D,13,D,108,46,2492.0,Y
D,13,A,14,231,400.0,N
D,14,D,49,41,3729.0,N
D,15,A,1,277,4668.0,N
D,16,D,50,268,2441.0,Y
D,17,A,13,156,2361.0,N
D,18,A,2,310,978.0,Y
D,18,D,117,253,2476.0,Y
D,19,D,63,325,262.0,Y
D,19,D,31,172,4025.0,Y
D,19,D,44,80,267.0,N
D,21,A,2,223,1021.0,Y
D,21,D,108,10,4841.0,Y
D,21,A,12,343,982.0,Y
D,22,D,109,252,4828.0,N
D,22,A,11,199,4832.0,N
D,22,A,3,92,3693.0,N
D,23,A,8,194,2565.0,Y
D,24,A,9,231,4192.0,Y
D,24,A,1,239,3632.0,Y
D,24,D,71,307,1773.0,Y
D,24,A,13,248,157.0,Y
D,24,A,13,203,337.0,N
D,25,D,78,301,4110.0,N
D,25,D,83,286,544.0,Y
D,25,A,4,292,505.0,Y
D,26,A,14,180,4086.0,Y
D,26,D,90,215,89.0,N
D,27,D,89,102,857.0,Y
D,27,A,10,152,1532.0,Y
D,27,D,85,129,498.0,Y
D,28,D,62,238,4252.0,N
D,28,D,126,242,1464.0,N
D,28,D,97,324,2685.0,N
D,28,A,14,340,4716.0,Y
D,29,D,122,32,3175.0,N
D,29,D,78,219,2005.0,N
D,30,A,6,332,2087.0,Y
D,30,A,5,165,3732.0,N
D,31,D,122,105,1567.0,N
D,31,A,10,331,1476.0,N
D,32,A,11,33,1228.0,N
D,33,A,8,57,2260.0,N
D,33,A,1,34,2053.0,N
D,33,D,88,168,3867.0,Y
D,34,A,14,296,2735.0,Y
D,34,D,44,159,1508.0,Y
D,34,A,9,320,2748.0,Y
D,36,A,5,237,3587.0,Y
D,36,A,5,227,3619.0,N
D,36,A,4,248,3157.0,Y
D,36,D,35,58,3771.0,N
D,36,A,1,196,5.0,N
D,37,A,3,51,3587.0,Y
D,37,D,126,50,4473.0,N
D,37,D,36,288,3545.0,Y
D,37,D,54,89,1011.0,Y
D,38,A,10,324,2081.0,Y
D,39,D,30,203,4759.0,Y
D,39,D,43,248,3635.0,Y
D,39,D,119,84,2039.0,Y
D,39,D,91,158,4144.0,N
D,40,D,127,47,2242.0,Y
D,40,A,11,198,744.0,N
D,40,A,7,280,2572.0,Y
D,41,D,92,79,715.0,Y
D,41,D,90,147,2241.0,Y
D,41,D,50,136,1632.0,N
D,41,A,3,67,584.0,N
D,42,D,60,256,90.0,N
D,42,D,66,150,797.0,N
D,42,D,104,295,576.0,Y
D,44,D,52,77,2769.0,Y
D,44,D,124,10,795.0,N
D,45,A,1,213,2444.0,Y
D,45,D,124,341,2835.0,Y
D,45,A,1,54,3003.0,N
D,45,D,89,273,189.0,N
D,45,D,72,13,1747.0,Y
D,45,A,11,111,3662.0,Y
D,46,A,5,315,267.0,N
D,46,A,5,306,3363.0,Y
D,46,D,116,14,3926.0,Y
D,47,D,41,42,1541.0,Y
D,47,D,76,151,232.0,Y
D,47,A,5,188,1063.0,Y
D,47,D,78,200,4516.0,N
D,48,A,13,197,2342.0,N
D,48,D,80,303,1832.0,Y
D,49,D,57,358,439.0,N
D,50,A,12,213,4330.0,N
D,50,D,58,249,2592.0,Y
D,51,A,11,308,2225.0,N
D,51,D,53,79,4525.0,N
D,51,A,14,322,1336.0,Y
D,52,A,5,126,1320.0,Y
D,52,D,62,259,2010.0,Y
D,52,A,7,346,1604.0,Y
D,53,D,76,210,2776.0,Y
D,53,A,8,337,4048.0,Y
D,53,D,90,225,3566.0,Y
D,55,D,44,273,3577.0,N
D,55,A,14,259,1764.0,N
D,55,A,10,197,2708.0,Y
D,55,D,67,33,4349.0,N
