D,95,A,3,230,611789,Y
D,95,A,6,242,229600,Y
D,84,A,4,189,901225,Y
D,99,A,2,171,80286,Y
D,30,D,44,142,103296,N
D,63,D,20,278,86329,N
D,11,D,46,282,129084,N
D,89,A,4,178,620576,N
D,55,D,39,235,471171,N
D,35,A,2,201,827521,Y
D,87,A,6,141,51671,N
D,1,D,58,175,94543,N
D,35,D,52,147,349422,Y
D,72,A,5,266,119919,Y
D,11,A,1,268,104387,N
D,30,A,6,169,845435,Y
D,54,D,27,177,836224,Y
D,89,D,48,159,537579,N
D,29,D,28,225,563679,Y
D,52,D,54,274,239927,Y
D,60,D,58,241,866668,Y
D,70,D,29,266,8548,Y
D,39,D,4,293,612330,Y
D,22,A,6,124,390856,N
D,60,D,43,130,312534,N
D,13,D,7,145,22856,Y
D,79,A,5,259,435768,Y
D,61,D,27,266,504945,N
D,3,A,1,121,791429,Y
D,82,A,5,192,188415,Y
D,30,A,6,227,275013,Y
D,34,A,2,254,242267,N
D,55,D,14,298,554908,Y
D,87,D,58,200,812910,N
D,56,A,1,261,297381,N
D,32,A,1,235,25836,Y
D,58,D,34,214,450556,N
D,86,A,4,293,703835,N
D,20,D,23,174,665881,N
D,58,A,1,282,55982,N
D,13,A,0,121,409919,N
D,90,A,5,171,940385,Y
D,72,A,5,223,231871,Y
D,26,A,2,171,331833,Y
D,19,D,14,178,504877,N
D,23,A,4,194,46154,N
D,43,A,2,189,482136,N
D,80,A,5,104,377056,Y
D,90,D,48,243,666352,Y
D,33,A,5,126,375237,N
D,45,D,18,278,90019,N
D,9,D,25,235,807766,N
D,49,D,44,235,347664,N
D,22,D,30,187,665180,N
D,33,D,51,280,894900,N
D,74,A,1,244,338287,Y
D,78,A,3,238,842047,N
D,64,A,2,206,56384,N
D,36,A,3,186,252644,N
D,47,A,5,245,201025,Y
D,57,A,4,274,102691,N
D,70,D,2,264,226514,N
D,21,D,38,171,812989,Y
D,28,D,28,144,433325,Y
D,47,D,35,136,89774,N
D,86,D,47,259,33962,Y
D,6,D,33,185,319767,N
D,88,D,56,131,487305,Y
D,86,A,0,249,956681,Y
D,11,A,4,204,100307,N
D,19,D,43,267,967494,N
D,30,D,48,224,490304,N
D,59,A,5,201,397473,N
D,84,A,1,248,945686,N
D,30,D,47,207,842559,N
D,27,D,43,229,731699,N
D,15,A,6,196,811722,Y
D,92,A,5,149,371885,N
D,72,D,14,283,183927,Y
D,6,D,0,137,652260,N
D,62,D,18,131,204088,N
D,68,D,21,146,92846,Y
D,82,A,4,121,633151,N
D,63,D,40,103,439291,Y
D,59,A,2,281,973460,Y
D,42,A,3,209,762451,Y
D,29,D,10,163,127895,N
D,25,A,1,247,232424,Y
D,74,D,53,158,364088,N
D,15,D,58,271,93111,N
D,73,A,6,222,48172,Y
D,4,A,6,289,336932,N
D,8,A,4,109,158645,Y
D,78,D,29,257,66653,Y
D,54,A,3,107,427464,N
D,7,A,5,119,99174,Y
D,95,A,0,207,603840,N
D,81,D,27,166,40827,Y
D,70,A,2,206,550708,N
D,28,A,4,259,918068,N
D,49,A,2,104,777805,Y
D,93,D,56,198,143892,Y
D,65,A,1,249,793778,Y
D,15,A,6,206,134719,N
D,34,D,7,164,798061,Y
D,40,D,37,162,255707,Y
D,58,D,33,196,268400,Y
D,61,D,56,216,618799,N
D,60,A,6,162,913001,Y
D,19,A,5,224,870183,N
D,11,A,5,203,172012,Y
D,72,D,29,222,764397,Y
D,87,A,0,165,787939,N
D,94,D,29,202,367323,Y
D,89,A,2,108,412070,N
D,52,A,5,262,188654,N
D,92,A,1,165,107149,Y
D,83,A,6,191,94414,N
D,18,A,2,161,940295,N
D,28,A,4,200,20313,Y
D,56,D,57,161,362858,Y
D,33,A,5,148,532157,Y
D,6,A,4,216,659112,N
D,97,D,52,171,687027,N
D,28,D,38,130,970203,N
D,55,D,27,161,802493,Y
D,61,D,18,262,635394,N
D,15,A,4,147,594386,Y
D,82,A,6,275,794049,N
D,9,A,2,180,993150,Y
D,68,A,0,269,191687,N
D,21,A,4,178,2811,Y
D,20,D,3,225,879091,Y
D,29,A,3,126,593356,N
D,91,D,38,174,745105,N
D,15,A,3,248,16700,N
D,55,D,32,258,256594,Y
D,40,D,52,249,411140,N
D,4,A,6,242,491359,N
D,32,A,3,121,373928,N
D,50,D,57,251,829707,N
D,65,D,39,207,331572,Y
D,86,D,4,137,756562,N
D,9,A,1,272,642004,Y
D,83,D,20,102,524786,Y
D,34,D,41,230,74589,Y
D,51,D,13,222,1737,N
D,78,D,15,117,682404,Y
D,36,A,6,232,591529,N
D,36,D,59,145,998397,N
D,93,D,16,282,75078,Y
D,56,D,17,231,776474,Y
D,6,A,0,223,397992,Y
D,67,A,5,128,632079,N
D,1,A,4,183,316543,N
D,21,A,0,156,205405,N
D,97,D,16,265,278182,Y
D,83,A,0,261,933744,Y
D,99,D,29,136,943915,N
D,86,A,5,291,330098,Y
D,32,D,50,195,688992,Y
D,78,D,17,219,943575,Y
D,90,D,56,285,284160,N
D,51,A,0,160,68255,N
D,87,D,0,232,839481,N
D,59,D,2,126,795927,N
D,23,D,22,213,20174,N
D,98,A,3,298,637532,N
D,81,D,9,181,404318,Y
D,72,D,42,268,509524,N
D,94,D,57,144,294204,N
D,60,D,29,178,400609,Y
D,27,D,45,172,927975,N
D,61,A,4,166,883717,N
D,96,A,2,259,489229,N
D,29,A,6,183,811591,Y
D,44,D,13,171,114207,Y
D,78,D,42,146,312115,Y
D,14,D,3,275,418908,Y
D,65,D,55,223,189366,Y
D,7,D,27,291,831342,N
D,76,D,40,194,75132,Y
D,67,D,13,107,844805,N
D,29,A,3,267,606647,Y
D,63,A,1,161,695552,N
D,23,A,4,157,189121,Y
D,49,D,37,194,763089,Y
D,34,D,19,289,384684,N
D,25,A,0,285,865978,N
D,18,D,19,266,563109,Y
D,47,D,49,291,43468,N
D,20,A,4,242,875662,Y
D,96,D,31,218,36325,N
D,30,A,3,185,990442,Y
D,65,A,0,200,894752,Y
D,72,D,38,161,7686,N
D,52,A,0,106,224329,N
D,25,D,17,291,922044,Y
D,76,A,3,283,945956,N
D,97,D,12,187,783837,N
D,42,A,5,193,880962,Y
D,42,A,6,171,489201,Y
D,16,D,18,251,99822,Y
D,4,A,6,282,485797,N
D,2,A,5,186,263889,N
D,85,A,0,243,647552,N
D,41,D,18,135,738708,Y
D,38,A,6,239,653246,N
D,56,A,6,258,653157,Y
D,73,A,4,247,383667,N
D,49,A,4,129,837210,Y
D,57,D,18,260,42289,Y
D,70,D,31,252,35972,Y
D,78,D,12,157,163172,N
D,61,D,24,123,743353,N
D,23,D,9,192,596909,Y
D,96,A,2,130,286022,N
D,16,D,13,155,134499,N
D,18,D,6,259,955013,N
D,6,D,42,160,120849,N
D,95,D,44,122,902569,Y
D,55,D,39,187,145816,N
D,2,D,55,222,119941,N
D,75,D,36,106,397477,Y
D,12,A,3,127,870871,N
D,38,A,5,244,119870,N
D,25,D,42,211,38901,N
D,92,D,6,217,342774,N
D,90,D,4,169,129211,Y
D,6,A,5,128,563489,N
D,84,D,29,258,258559,N
D,12,D,7,167,433938,Y
D,15,D,7,128,347865,Y
D,26,D,41,110,378672,N
D,84,D,31,262,517531,Y
D,23,D,11,221,356906,Y
D,26,A,2,128,298410,N
D,45,D,23,211,480987,Y
D,8,D,55,115,211003,Y
